Mã tổ hợp,Tổ hợp môn,Mã trường,Tên trường,Phương thức,Tên ngành,Tổ hợp xét tuyển,Điểm chuẩn 2025,Điểm chuẩn 2024,Điểm chuẩn 2023
C01,Toán – Văn – Lý,SKN,Trường Đại Học Sư Phạm Kỹ Thuật Nam Định,Điểm thi THPT,Công nghệ kỹ thuật điều khiển và tự động hóa,D06,14,16,16
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Thiết kế công nghiệp,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Truyền thông đa phương tiện,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Quản trị kinh doanh,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Marketing,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Kinh doanh quốc tế,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Tài chính - Ngân hàng,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Luật kinh tế,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Kỹ thuật máy tính,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Khoa học dữ liệu,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Công nghệ thông tin,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Công nghệ kỹ thuật Cơ khí,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Công nghệ kỹ thuật Cơ điện tử,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Công nghệ kỹ thuật ô tô,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Công nghệ kỹ thuật Điện điện tử,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Công nghệ kỹ thuật Điện tử viễn thông,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Logistics và Quản lý chuỗi cung ứng,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Công nghệ thực phẩm,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Đảm bảo chất lượng và an toàn thực phẩm,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Quy hoạch vùng và đô thị,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Kỹ thuật xây dựng,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Kỹ thuật xây dựng Công trình giao thông,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Quản lý xây dựng,D06,,,
C01,Toán – Văn – Lý,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Du lịch,D06,,,
C01,Toán – Văn – Lý,DBG,Trường Đại học Nông Lâm Bắc Giang,Điểm thi THPT,Ngôn ngữ Anh,D06,,,
C01,Toán – Văn – Lý,DBG,Trường Đại học Nông Lâm Bắc Giang,Điểm thi THPT,Ngôn ngữ Trung Quốc,D06,,,
C01,Toán – Văn – Lý,DBG,Trường Đại học Nông Lâm Bắc Giang,Điểm thi THPT,Công nghệ thông tin,D06,,,
C01,Toán – Văn – Lý,DBG,Trường Đại học Nông Lâm Bắc Giang,Điểm thi THPT,Công nghệ kỹ thuật ô tô,D06,,,
C01,Toán – Văn – Lý,DBG,Trường Đại học Nông Lâm Bắc Giang,Điểm thi THPT,Kỹ thuật cơ điện tử,D06,,,
C01,Toán – Văn – Lý,DBG,Trường Đại học Nông Lâm Bắc Giang,Điểm thi THPT,Kỹ thuật điều khiển và tự động hóa,D06,,,
C01,Toán – Văn – Lý,DDA,Trường Đại Học Công Nghệ Đông Á,Điểm thi THPT,Ngôn ngữ Anh,D06,,,
C01,Toán – Văn – Lý,DDA,Trường Đại Học Công Nghệ Đông Á,Điểm thi THPT,Ngôn Ngữ Trung Quốc,D06,,,
C01,Toán – Văn – Lý,DDA,Trường Đại Học Công Nghệ Đông Á,Điểm thi THPT,Ngôn ngữ Nhật,D06,,,
C01,Toán – Văn – Lý,DDA,Trường Đại Học Công Nghệ Đông Á,Điểm thi THPT,Ngôn ngữ Hàn Quốc,D06,,,
C01,Toán – Văn – Lý,DDA,Trường Đại Học Công Nghệ Đông Á,Điểm thi THPT,Quản trị dịch vụ du lịch và lữ hành,D06,,,
C01,Toán – Văn – Lý,DDA,Trường Đại Học Công Nghệ Đông Á,Điểm thi THPT,Quản trị khách sạn,D06,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kinh tế số*,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị Kinh doanh và vận tải hàng không; Quản trị Kinh doanh cảng hàng không; Quản trị an ninh hàng không; Quản trị kinh tế không gian,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Digital Marketing; Công nghệ marketing,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Thương mại quốc tế,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Công nghệ tài chính*,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị nhân lực,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Trí tuệ nhân tạo và Internet vạn vật,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Công nghệ phần mềm và Trí tuệ nhân tạo,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Trí tuệ nhân tạo và Dữ liệu lớn,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản lý và khai thác cảng hàng không,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Xây dựng và phát triển cảng hàng không,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Điện tử ứng dụng Trí tuệ nhân tạo (AI) và Internet vạn vật (IoT),A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Điện tử viễn thông và Trí tuệ nhân tạo (AI),A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Điện tử động cơ hàng không,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Thiết bị hàng không và Robotics,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kỹ thuật hàng không,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kỹ thuật hàng không (học bằng tiếng Anh),A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kỹ thuật bảo dưỡng tàu bay,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kỹ thuật thiết bị bay không người lái,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kiến trúc cảnh quan*,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị dịch vụ thương mại hàng không (tích hợp chứng chỉ nghiệp vụ hàng không),A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị ẩm thực*,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị nhà hàng khách sạn,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị du lịch MICE và tổ chức sự kiện*,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị lữ hành,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản lý hoạt động bay; Hệ thống kỹ thuật quản lý bay,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản lý hoạt động bay (học bằng tiếng Anh),A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Logistics và quản lý chuỗi cung ứng,A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Logistics và vận tải đa phương thức (học bằng tiếng Anh),A14,,,
D07,Toán – Hóa – Anh,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kinh tế hàng không,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Sư phạm Toán học,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Sư phạm Địa lý,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Địa lý học,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Quản trị kinh doanh,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Quản trị kinh doanh (Chương trình đào tạo chất lưọng cao),A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Kinh doanh quốc tế,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Tài chính - Ngân hàng,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Kế toán,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Kế toán(Chưong trình đảo tạo chẩt lượng cao),A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Kiểm toán,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Khoa học môi trường,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Khoa học dữ liệu,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Kỹ thuật phần mềm,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Trí tuệ nhân tạo,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Công nghệ thông tin,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Công nghệ thông tin (Chương trình đào tạo chất lượng cao),A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,"Công nghệ kỹ thuật điện, điện tử",A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Công nghệ kỹ thuật điện tử - viễn thông,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Công nghệ kỹ thuật môi trường,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Kỹ thuật điện,A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Kỹ thuật điện từ - viễn thông (Thiết kế vi mạch),A14,,,
D07,Toán – Hóa – Anh,SGD,Trường Đại Học Sài Gòn,Điểm thi THPT,Quản trị nhà hàng và dịch vụ ăn uống,A14,,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Trí tuệ Nhân tạo,A14,28.66,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Quản trị Kinh doanh,A14,26.1,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Ngôn ngữ Trung Quốc,A14,25.45,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Khoa học Máy tính,A14,28,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Đồ họa Game,A14,26.7,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Thiết kế Đồ họa,A14,24.25,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Công nghệ Thông tin,A14,26.7,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Ngôn ngữ Hàn Quốc,A14,24.65,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Logistics và Quản lý chuỗi cung ứng,A14,25.05,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Digital Marketing,A14,26.7,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Kỹ thuật Phần mềm,A14,26.67,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Tiếng Trung Thương mại *,A14,,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Thiết kế Mỹ thuật số *,A14,,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Thương mại Điện tử,A14,,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Kinh doanh Quốc tế *,A14,,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Truyền thông Đa phương tiện *,A14,,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,An ninh Mạng *,A14,,,
D07,Toán – Hóa – Anh,CMC,Trường Đại Học CMC,Điểm thi THPT,Quan hệ Công chúng *,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Thiết kế đồ họa,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Tài chính số (Fintech),A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Truyền thông đa phương tiện,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Nghệ thuật số,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Công nghệ truyền thông,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Quản trị kinh doanh số,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Thương mại điện tử,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Marketing số,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Quản lý logistics và chuỗi cung ứng,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Quản trị văn phòng,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Khoa học máy tính,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Kỹ thuật phần mềm,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Kỹ thuật phần mềm liên kết quốc tế - KNU,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Trí tuệ nhân tạo,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Trí tuệ nhân tạo quốc tế (AI Global),A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Kỹ thuật máy tính,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Công nghệ thông tin,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Công nghệ thông tin quốc tế (IT Global),A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Công nghệ thông tin trọng điểm (IT Core),A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,An ninh mạng,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Công nghệ ô tô,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Công nghệ ô tô điện (hợp tác Vinfast),A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,"Kỹ thuật điện, điện tử",A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Điện tử - viễn thông,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Tự động hóa,A14,,,
D07,Toán – Hóa – Anh,DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,Điểm thi THPT,Cơ điện tử,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Thiết kế đồ họa Đa phương tiện,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Thiết kế đồ họa Game - Hoạt hình,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Thiết kế và trang trí nội thất,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Tiếng Anh doanh nghiệp,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Tiếng Anh sư phạm,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Tiếng Trung biên phiên dịch,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Tiếng Nhật biên phiên dịch,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Tiếng Nhật thương mại,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Tiếng Nhật sư phạm,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Tiếng Hàn kinh doanh thương mại,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Kinh tế đầu tư,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Kinh tế tài chính,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Tham vấn - Trị liệu tâm lý,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Tâm lý học Tổ chức - Công nghiệp,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Truyền thông đa phương tiện,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Quan hệ công chúng,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Quản trị kinh doanh,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Social Marketing,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Digital Marketing,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Martech,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Kinh doanh quốc tế,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Thương mại điện tử,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Ngân hàng số,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Ngân hàng thương mại,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Tài chính và Đầu tư,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Công nghệ Blockchain và tiền mã hóa,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Ngân hàng số thanh toán điện tử,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Kế toán,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Kiểm toán,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Quản trị nhân lực,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Luật,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Luật kinh tế,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Khoa học dữ liệu,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Trí tuệ nhân tạo,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Hệ thống thông tin,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Phát triển phần mềm,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Hệ thống nhúng và IoT,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Robot và Trí tuệ nhân tạo,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Công nghệ bán dẫn,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Tự động hóa công nghiệp,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Logistics và quản lý chuỗi cung ứng,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Kiến trúc,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Điều dưỡng,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Quản trị dịch vụ du lịch và lữ hành,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Quản trị khách sạn,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Esport (Thể thao điện tử) - Dự kiến,A14,,,
D07,Toán – Hóa – Anh,DDN,Trường Đại Học Đại Nam,Điểm thi THPT,Tiếng Hàn biên phiên dịch,A14,,,
D07,Toán – Hóa – Anh,DTN,Trường Đại Học Nông Lâm Thái Nguyên,Điểm thi THPT,Khoa học cây trồng,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Thiết kế công nghiệp,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Truyền thông đa phương tiện,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Quản trị kinh doanh,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Marketing,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Kinh doanh quốc tế,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Tài chính - Ngân hàng,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Luật kinh tế,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Kỹ thuật máy tính,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Khoa học dữ liệu,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Công nghệ thông tin,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Công nghệ kỹ thuật Cơ khí,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Công nghệ kỹ thuật Cơ điện tử,A14,,,
D07,Toán – Hóa – Anh,DSG,Trường Đại Học Công Nghệ Sài Gòn,Điểm thi THPT,Công nghệ kỹ thuật ô tô,A14,,,
